record_id,dataset,start_time,end_time,delta_time_seconds,cpu_usage_avg_percent,ram_usage_avg_mb,ram_usage_avg_percent,gpu_usage_avg_percent,gpu_memory_avg_mb,pred_token_count,ref_token_count,rouge1_f1,rouge2_f1,rougeL_f1,bleu,exact_match,token_f1,token_precision,token_recall,token_overlap_count,normalized_edit_distance,char_f1,bert_score_f1,semantic_similarity
39,MultiArith,2025-10-21 12:45:32,2025-10-21 12:48:47,195.1774,0.0,0.0,0.0,,,43,2,0.02985074626865672,0.0,0.02985074626865672,6.298451848768724e-232,0.0,0.04444444444444444,0.023255813953488372,0.5,1,0.005681818181818232,0.10526315789473684,0.7881886959075928,0.10702356696128845
40,MultiArith,2025-10-21 12:48:47,2025-10-21 12:52:23,216.1932,0.0,0.0,0.0,,,48,2,0.02469135802469136,0.0,0.02469135802469136,5.948228664567313e-232,0.0,0.039999999999999994,0.020833333333333332,0.5,1,0.00691244239631339,0.14285714285714285,0.7737085819244385,0.08288054913282394
41,MultiArith,2025-10-21 12:52:23,2025-10-21 12:55:22,178.7356,0.0,0.0,0.0,,,62,2,0.025974025974025976,0.0,0.025974025974025976,6.072773298151499e-232,0.0,0.03125,0.016129032258064516,0.5,1,0.008498583569405138,0.13953488372093026,0.7754172086715698,0.18395018577575684
42,MultiArith,2025-10-21 12:55:22,2025-10-21 12:57:22,120.1708,0.0,0.0,0.0,,,37,2,0.04081632653061225,0.0,0.04081632653061225,6.784338172413661e-232,0.0,0.05128205128205129,0.02702702702702703,0.5,1,0.011627906976744207,0.16666666666666666,0.783308744430542,0.0849328562617302
43,MultiArith,2025-10-21 12:57:22,2025-10-21 12:59:42,139.7146,0.0,0.0,0.0,,,43,2,0.0392156862745098,0.0,0.0392156862745098,6.752107625974243e-232,0.0,0.04444444444444444,0.023255813953488372,0.5,1,0.0078125,0.10256410256410256,0.7693367004394531,0.012918572872877121
44,MultiArith,2025-10-21 12:59:42,2025-10-21 13:03:02,199.8033,0.0,0.0,0.0,,,54,2,0.025641025641025647,0.0,0.025641025641025647,6.072773298151499e-232,0.0,0.03571428571428571,0.018518518518518517,0.5,1,0.004889975550122272,0.1,0.7676406502723694,0.03216607868671417
45,MultiArith,2025-10-21 13:03:02,2025-10-21 13:05:46,164.5667,0.0,0.0,0.0,,,52,2,0.028985507246376812,0.0,0.028985507246376812,6.211555838206664e-232,0.0,0.037037037037037035,0.019230769230769232,0.5,1,0.007462686567164201,0.1111111111111111,0.7723608613014221,0.1670967936515808
46,MultiArith,2025-10-21 13:05:46,2025-10-21 13:07:31,104.839,0.0,0.0,0.0,,,27,2,0.06666666666666667,0.0,0.06666666666666667,7.601159375410181e-232,0.0,0.06896551724137931,0.037037037037037035,0.5,1,0.020270270270270285,0.16666666666666666,0.7910013794898987,0.1641511619091034
47,MultiArith,2025-10-21 13:07:31,2025-10-21 13:09:12,100.5574,0.0,0.0,0.0,,,34,2,0.05882352941176471,0.0,0.05882352941176471,7.386826398032373e-232,0.0,0.05555555555555555,0.029411764705882353,0.5,1,0.010810810810810811,0.10526315789473684,0.7824750542640686,0.09167885035276413
48,MultiArith,2025-10-21 13:09:12,2025-10-21 13:12:18,186.5594,0.0,0.0,0.0,,,43,2,0.03278688524590164,0.0,0.03278688524590164,6.466558133769387e-232,0.0,0.04444444444444444,0.023255813953488372,0.5,1,0.005952380952380931,0.09756097560975609,0.7775299549102783,0.1971014142036438
49,MultiArith,2025-10-21 13:12:18,2025-10-21 13:14:32,133.8827,0.0,0.0,0.0,,,38,2,0.05128205128205127,0.0,0.05128205128205127,7.337741777064293e-232,0.0,0.05,0.02631578947368421,0.5,1,0.014563106796116498,0.125,0.7780656218528748,0.25372016429901123
50,MultiArith,2025-10-21 13:14:32,2025-10-21 13:17:30,178.2032,0.0,0.0,0.0,,,62,2,0.025974025974025976,0.0,0.025974025974025976,6.072773298151499e-232,0.0,0.03125,0.016129032258064516,0.5,1,0.008498583569405138,0.13953488372093026,0.7754172086715698,0.18395018577575684
