group,metric,higher_is_better,n,scot,mgcot,delta,ci_low,ci_high,rel_change_pct,p,effect_rb,discordant_scot_only,discordant_mgcot_only,favours,p_fdr,significant
saycan,rougeL_f1,True,300,0.05887858873999794,0.03467741270760625,-0.024201176032391702,-0.028719169223027537,-0.019728882452811625,-41.103526002061145,8.784433165783447e-24,-0.6883123301210773,,,SCoT,8.784433165783447e-23,True
StrategyQA,rougeL_f1,True,300,0.0002351047739390973,0.0003473652271306226,0.00011226045319152532,-0.00025385123530412577,0.0005970736132026451,47.74911683443988,1.0,0.047619047619047616,,,MGCoT,1.0,False
SVAMP,rougeL_f1,True,300,0.015051823306570894,0.021186808458451136,0.0061349851518802435,0.002499681478467955,0.010167011513346935,40.7590829823388,0.26504177172434773,0.08051470588235295,,,MGCoT,0.33130221465543463,False
aqua,semantic_similarity,True,300,0.12724618688536182,0.10957231056876476,-0.017673876316597066,-0.024978482497545588,-0.010751527606742462,-13.889513508581402,2.7847371568605603e-09,-0.3959246954595792,,,SCoT,5.5694743137211206e-09,True
asdiv,semantic_similarity,True,300,0.2754710003050665,0.21868777729570865,-0.05678322300935785,-0.06798088670661673,-0.04575554440155006,-20.61314002071872,9.248720000546208e-17,-0.5565950331051002,,,SCoT,4.624360000273104e-16,True
clutrr,semantic_similarity,True,300,0.34051364575823145,0.2869961982655029,-0.05351744749272863,-0.06761643729063992,-0.038912212955610224,-15.716682182753589,3.189118234825915e-08,-0.374052629101351,,,SCoT,4.5558831926084494e-08,True
date,semantic_similarity,True,300,0.33220509968698025,0.43093556199843686,0.0987304623114566,0.07395686124420416,0.12376864723643909,29.719731095183434,1.0632967652985192e-11,0.4535562987736901,,,MGCoT,2.658241913246298e-11,True
gsm8k,semantic_similarity,True,300,0.7827588774760564,0.668336790932032,-0.11442208654402444,-0.1447008912633561,-0.08480334153072915,-14.617794807127494,0.0020957962150111305,-0.20491694352159467,,,SCoT,0.0020957962150111305,True
MultiArith,semantic_similarity,True,300,0.16205580347838502,0.13713372438602767,-0.02492207909235731,-0.03097471604538926,-0.01875115195388207,-15.37870200105571,2.0063230622169627e-13,-0.4903010033444816,,,SCoT,6.687743540723208e-13,True
QASports,semantic_similarity,True,300,0.09269665650499516,0.08430397821692165,-0.00839267828807351,-0.01512698862681888,-0.0016782037209147002,-9.053916942108103,0.0012260494920166992,-0.21569676700111481,,,SCoT,0.0013622772133518879,True
saycan,semantic_similarity,True,300,0.397626264517506,0.28854099197002747,-0.10908527254747848,-0.12406164119260696,-0.09465964738884942,-27.434121505994195,1.683237927348901e-34,-0.8356765186033479,,,SCoT,1.6832379273489012e-33,True
StrategyQA,semantic_similarity,True,300,0.028644039928161256,0.052173320613025355,0.0235292806848641,0.01647241410113322,0.030610281658093888,82.14372254708175,7.135891253121967e-09,0.3868151107719243,,,MGCoT,1.1893152088536612e-08,True
