model,dataset,set,metric,scot_mean,scot_std,mgcot_mean,mgcot_std,winner
llama3.2_1b,QASports,performance,rouge1_f1,0.0059,0.0054,0.0015,0.0058,SCoT
llama3.2_1b,QASports,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,QASports,performance,rougeL_f1,0.0059,0.0054,0.0015,0.0058,SCoT
llama3.2_1b,QASports,performance,bleu,0.0,0.0,0.0,0.0,tie
llama3.2_1b,QASports,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,QASports,performance,token_precision,0.0029,0.005,0.0004,0.0021,SCoT
llama3.2_1b,QASports,performance,token_recall,0.26,0.4431,0.04,0.1979,SCoT
llama3.2_1b,QASports,performance,token_f1,0.0057,0.0099,0.0008,0.0041,SCoT
llama3.2_1b,QASports,performance,token_overlap_count,0.26,0.4431,0.04,0.1979,SCoT
llama3.2_1b,QASports,performance,normalized_edit_distance,0.0005,0.0005,0.0002,0.0006,MGCoT
llama3.2_1b,QASports,performance,char_f1,0.0304,0.0252,0.0111,0.0213,SCoT
llama3.2_1b,QASports,performance,bert_score_f1,0.7523,0.0137,0.7817,0.0178,MGCoT
llama3.2_1b,QASports,performance,semantic_similarity,0.0883,0.0542,0.0887,0.0599,MGCoT
llama3.2_1b,SVAMP,hardware,delta_time_seconds,111.6288,27.903,151.9035,0.0605,SCoT
llama3.2_1b,SVAMP,hardware,cpu_usage_avg_percent,4.1728,0.374,4.1083,0.2823,MGCoT
llama3.2_1b,SVAMP,hardware,ram_usage_avg_mb,9242.1843,154.6829,9221.4523,144.4884,MGCoT
llama3.2_1b,SVAMP,hardware,ram_usage_avg_percent,56.9734,0.9537,56.8439,0.8903,MGCoT
llama3.2_1b,SVAMP,hardware,gpu_usage_avg_percent,2.5053,0.211,2.4371,0.0599,MGCoT
llama3.2_1b,SVAMP,hardware,gpu_memory_avg_mb,3120.7656,0.0,3120.7656,0.0,tie
llama3.2_1b,SVAMP,performance,rouge1_f1,0.0114,0.0069,0.0035,0.0056,SCoT
llama3.2_1b,SVAMP,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,SVAMP,performance,rougeL_f1,0.0114,0.0069,0.0035,0.0056,SCoT
llama3.2_1b,SVAMP,performance,bleu,0.0,0.0,0.0,0.0,SCoT
llama3.2_1b,SVAMP,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,SVAMP,performance,token_precision,0.0118,0.0083,0.0028,0.0048,SCoT
llama3.2_1b,SVAMP,performance,token_recall,0.35,0.2315,0.13,0.2215,SCoT
llama3.2_1b,SVAMP,performance,token_f1,0.0228,0.0159,0.0054,0.0094,SCoT
llama3.2_1b,SVAMP,performance,token_overlap_count,0.7,0.4629,0.26,0.4431,SCoT
llama3.2_1b,SVAMP,performance,normalized_edit_distance,0.0035,0.0017,0.0025,0.0008,MGCoT
llama3.2_1b,SVAMP,performance,char_f1,0.1135,0.0325,0.1107,0.0283,SCoT
llama3.2_1b,SVAMP,performance,bert_score_f1,0.7514,0.0076,0.7433,0.0079,SCoT
llama3.2_1b,SVAMP,performance,semantic_similarity,0.1286,0.056,0.0902,0.0271,SCoT
llama3.2_1b,StrategyQA,hardware,delta_time_seconds,148.3554,10.2305,116.2858,60.7308,MGCoT
llama3.2_1b,StrategyQA,hardware,cpu_usage_avg_percent,4.301,0.4739,4.2022,0.4443,MGCoT
llama3.2_1b,StrategyQA,hardware,ram_usage_avg_mb,9269.2197,149.0401,9250.1819,151.7636,MGCoT
llama3.2_1b,StrategyQA,hardware,ram_usage_avg_percent,57.1384,0.9187,57.0224,0.9348,MGCoT
llama3.2_1b,StrategyQA,hardware,gpu_usage_avg_percent,2.2556,0.0901,4.3463,3.9688,SCoT
llama3.2_1b,StrategyQA,hardware,gpu_memory_avg_mb,3120.7656,0.0,3120.7656,0.0,tie
llama3.2_1b,StrategyQA,performance,rouge1_f1,0.0003,0.002,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,StrategyQA,performance,rougeL_f1,0.0003,0.002,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,bleu,0.0,0.0,0.0,0.0,tie
llama3.2_1b,StrategyQA,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,StrategyQA,performance,token_precision,0.0003,0.0024,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,token_recall,0.02,0.1414,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,token_f1,0.0007,0.0048,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,token_overlap_count,0.02,0.1414,0.0,0.0,SCoT
llama3.2_1b,StrategyQA,performance,normalized_edit_distance,0.0031,0.0006,0.0119,0.0217,SCoT
llama3.2_1b,StrategyQA,performance,char_f1,0.2103,0.0234,0.2225,0.0637,MGCoT
llama3.2_1b,StrategyQA,performance,bert_score_f1,0.7651,0.0054,0.7671,0.0231,MGCoT
llama3.2_1b,StrategyQA,performance,semantic_similarity,0.019,0.0591,0.0707,0.0504,MGCoT
llama3.2_1b,aqua,hardware,delta_time_seconds,142.6751,16.1475,146.1395,25.2528,SCoT
llama3.2_1b,aqua,hardware,cpu_usage_avg_percent,4.1831,0.5062,4.1815,0.4182,MGCoT
llama3.2_1b,aqua,hardware,ram_usage_avg_mb,10180.731,332.5578,10171.3857,325.6752,MGCoT
llama3.2_1b,aqua,hardware,ram_usage_avg_percent,62.7588,2.0507,62.6999,2.0079,MGCoT
llama3.2_1b,aqua,hardware,gpu_usage_avg_percent,2.4041,0.1412,2.6523,0.8515,SCoT
llama3.2_1b,aqua,hardware,gpu_memory_avg_mb,3120.7256,0.2828,3120.7656,0.0,SCoT
llama3.2_1b,aqua,performance,rouge1_f1,0.0037,0.005,0.0042,0.0121,MGCoT
llama3.2_1b,aqua,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,aqua,performance,rougeL_f1,0.0037,0.005,0.0042,0.0121,MGCoT
llama3.2_1b,aqua,performance,bleu,0.0,0.0,0.0,0.0,SCoT
llama3.2_1b,aqua,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,aqua,performance,token_precision,0.0037,0.0058,0.0033,0.0072,SCoT
llama3.2_1b,aqua,performance,token_recall,0.3,0.4629,0.24,0.4314,SCoT
llama3.2_1b,aqua,performance,token_f1,0.0073,0.0115,0.0066,0.0141,SCoT
llama3.2_1b,aqua,performance,token_overlap_count,0.3,0.4629,0.24,0.4314,SCoT
llama3.2_1b,aqua,performance,normalized_edit_distance,0.0006,0.0005,0.0006,0.0006,MGCoT
llama3.2_1b,aqua,performance,char_f1,0.0451,0.0029,0.0462,0.0056,MGCoT
llama3.2_1b,aqua,performance,bert_score_f1,0.7582,0.0101,0.752,0.0121,SCoT
llama3.2_1b,aqua,performance,semantic_similarity,0.1079,0.0601,0.0684,0.0309,SCoT
llama3.2_1b,asdiv,hardware,delta_time_seconds,84.6432,16.4321,151.8856,0.0584,SCoT
llama3.2_1b,asdiv,hardware,cpu_usage_avg_percent,4.2223,0.4655,4.1838,0.6024,MGCoT
llama3.2_1b,asdiv,hardware,ram_usage_avg_mb,10496.3844,513.7664,10453.5093,513.2231,MGCoT
llama3.2_1b,asdiv,hardware,ram_usage_avg_percent,64.7027,3.1659,64.4374,3.1637,MGCoT
llama3.2_1b,asdiv,hardware,gpu_usage_avg_percent,2.6507,0.1987,2.4298,0.0606,MGCoT
llama3.2_1b,asdiv,hardware,gpu_memory_avg_mb,3120.7657,0.0006,3120.7656,0.0,MGCoT
llama3.2_1b,asdiv,performance,rouge1_f1,0.0178,0.0043,0.0012,0.0037,SCoT
llama3.2_1b,asdiv,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,asdiv,performance,rougeL_f1,0.0178,0.0043,0.0012,0.0037,SCoT
llama3.2_1b,asdiv,performance,bleu,0.0,0.0,0.0,0.0,SCoT
llama3.2_1b,asdiv,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,asdiv,performance,token_precision,0.0192,0.0041,0.0011,0.0033,SCoT
llama3.2_1b,asdiv,performance,token_recall,0.98,0.1414,0.1,0.303,SCoT
llama3.2_1b,asdiv,performance,token_f1,0.0377,0.008,0.0022,0.0066,SCoT
llama3.2_1b,asdiv,performance,token_overlap_count,0.98,0.1414,0.1,0.303,SCoT
llama3.2_1b,asdiv,performance,normalized_edit_distance,0.0025,0.0011,0.0011,0.0007,MGCoT
llama3.2_1b,asdiv,performance,char_f1,0.0704,0.0238,0.0514,0.0307,SCoT
llama3.2_1b,asdiv,performance,bert_score_f1,0.7705,0.0078,0.7618,0.0069,SCoT
llama3.2_1b,asdiv,performance,semantic_similarity,0.297,0.0583,0.1007,0.0496,SCoT
llama3.2_1b,clutrr,hardware,delta_time_seconds,87.6697,26.9115,146.438,27.1322,SCoT
llama3.2_1b,clutrr,hardware,cpu_usage_avg_percent,4.1049,0.2133,4.139,0.2538,SCoT
llama3.2_1b,clutrr,hardware,ram_usage_avg_mb,9758.9959,89.1944,9740.712,83.3254,MGCoT
llama3.2_1b,clutrr,hardware,ram_usage_avg_percent,60.1593,0.5495,60.0456,0.5152,MGCoT
llama3.2_1b,clutrr,hardware,gpu_usage_avg_percent,2.7311,0.2806,2.6908,1.1537,MGCoT
llama3.2_1b,clutrr,hardware,gpu_memory_avg_mb,3120.7656,0.0,3120.7656,0.0,tie
llama3.2_1b,clutrr,performance,rouge1_f1,0.0347,0.0162,0.0027,0.0051,SCoT
llama3.2_1b,clutrr,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
llama3.2_1b,clutrr,performance,rougeL_f1,0.0329,0.0156,0.0027,0.0051,SCoT
llama3.2_1b,clutrr,performance,bleu,0.0,0.0,0.0,0.0,SCoT
llama3.2_1b,clutrr,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,clutrr,performance,token_precision,0.0136,0.0097,0.0004,0.0018,SCoT
llama3.2_1b,clutrr,performance,token_recall,0.2333,0.1543,0.0133,0.066,SCoT
llama3.2_1b,clutrr,performance,token_f1,0.0255,0.0182,0.0007,0.0036,SCoT
llama3.2_1b,clutrr,performance,token_overlap_count,0.7,0.4629,0.04,0.1979,SCoT
llama3.2_1b,clutrr,performance,normalized_edit_distance,0.0383,0.0117,0.0266,0.019,MGCoT
llama3.2_1b,clutrr,performance,char_f1,0.5014,0.0228,0.4547,0.0387,SCoT
llama3.2_1b,clutrr,performance,bert_score_f1,0.8025,0.0095,0.7862,0.0101,SCoT
llama3.2_1b,clutrr,performance,semantic_similarity,0.3373,0.062,0.0919,0.0437,SCoT
llama3.2_1b,date,hardware,delta_time_seconds,98.8487,27.9706,148.4442,19.9821,SCoT
llama3.2_1b,date,hardware,cpu_usage_avg_percent,9.8331,4.8422,9.5946,3.8744,MGCoT
llama3.2_1b,date,hardware,ram_usage_avg_mb,13143.9787,683.2295,13081.4897,598.4797,MGCoT
llama3.2_1b,date,hardware,ram_usage_avg_percent,81.025,4.2126,80.6394,3.6895,MGCoT
llama3.2_1b,date,hardware,gpu_usage_avg_percent,2.5275,0.2451,2.5871,1.2992,SCoT
llama3.2_1b,date,hardware,gpu_memory_avg_mb,3120.7661,0.0032,3120.776,0.0733,SCoT
llama3.2_1b,date,performance,rouge1_f1,0.0343,0.0203,0.0052,0.0105,SCoT
llama3.2_1b,date,performance,rouge2_f1,0.0122,0.0172,0.0019,0.0061,SCoT
llama3.2_1b,date,performance,rougeL_f1,0.0325,0.018,0.0052,0.0105,SCoT
llama3.2_1b,date,performance,bleu,0.0,0.0,0.0,0.0,SCoT
llama3.2_1b,date,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,date,performance,token_precision,0.005,0.0096,0.0007,0.0027,SCoT
llama3.2_1b,date,performance,token_recall,0.11,0.2092,0.03,0.1199,SCoT
llama3.2_1b,date,performance,token_f1,0.0095,0.0183,0.0013,0.0052,SCoT
llama3.2_1b,date,performance,token_overlap_count,0.22,0.4185,0.06,0.2399,SCoT
llama3.2_1b,date,performance,normalized_edit_distance,0.0178,0.0056,0.007,0.002,MGCoT
llama3.2_1b,date,performance,char_f1,0.2616,0.0359,0.2255,0.0396,SCoT
llama3.2_1b,date,performance,bert_score_f1,0.7788,0.0149,0.7378,0.0219,SCoT
llama3.2_1b,date,performance,semantic_similarity,0.3027,0.0761,0.0999,0.072,SCoT
llama3.2_1b,gsm8k,hardware,delta_time_seconds,127.3588,22.9115,151.8466,0.1118,SCoT
llama3.2_1b,gsm8k,hardware,cpu_usage_avg_percent,7.6313,4.2649,7.7863,4.184,SCoT
llama3.2_1b,gsm8k,hardware,ram_usage_avg_mb,10660.5087,2689.1279,10571.22,2689.277,MGCoT
llama3.2_1b,gsm8k,hardware,ram_usage_avg_percent,65.7162,16.5762,65.166,16.5766,MGCoT
llama3.2_1b,gsm8k,hardware,gpu_usage_avg_percent,2.4272,0.1494,2.4726,0.0594,SCoT
llama3.2_1b,gsm8k,hardware,gpu_memory_avg_mb,3120.7657,0.0004,3120.7656,0.0,MGCoT
llama3.2_1b,gsm8k,performance,rouge1_f1,0.3449,0.1037,0.1209,0.0828,SCoT
llama3.2_1b,gsm8k,performance,rouge2_f1,0.1465,0.0823,0.02,0.0341,SCoT
llama3.2_1b,gsm8k,performance,rougeL_f1,0.2398,0.0752,0.0788,0.045,SCoT
llama3.2_1b,gsm8k,performance,bleu,0.0377,0.0459,0.0035,0.0122,SCoT
llama3.2_1b,gsm8k,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,gsm8k,performance,token_precision,0.3166,0.0926,0.1007,0.0566,SCoT
llama3.2_1b,gsm8k,performance,token_recall,0.5635,0.0918,0.2496,0.1047,SCoT
llama3.2_1b,gsm8k,performance,token_f1,0.3988,0.0883,0.1401,0.0701,SCoT
llama3.2_1b,gsm8k,performance,token_overlap_count,22.0,7.1571,10.02,5.7303,SCoT
llama3.2_1b,gsm8k,performance,normalized_edit_distance,0.1892,0.0609,0.1407,0.0468,MGCoT
llama3.2_1b,gsm8k,performance,char_f1,0.8162,0.0561,0.7622,0.0617,SCoT
llama3.2_1b,gsm8k,performance,bert_score_f1,0.8386,0.0158,0.7737,0.0143,SCoT
llama3.2_1b,gsm8k,performance,semantic_similarity,0.7844,0.0651,0.1531,0.1397,SCoT
llama3.2_1b,saycan,hardware,delta_time_seconds,124.5355,26.2434,103.0318,66.9153,MGCoT
llama3.2_1b,saycan,hardware,cpu_usage_avg_percent,4.3662,0.8156,4.5542,1.5006,SCoT
llama3.2_1b,saycan,hardware,ram_usage_avg_mb,9142.786,146.2552,9122.5203,148.4935,MGCoT
llama3.2_1b,saycan,hardware,ram_usage_avg_percent,56.3592,0.9021,56.2372,0.9188,MGCoT
llama3.2_1b,saycan,hardware,gpu_usage_avg_percent,2.3694,0.193,6.2881,6.9142,SCoT
llama3.2_1b,saycan,hardware,gpu_memory_avg_mb,3120.7656,0.0,3120.7656,0.0,tie
llama3.2_1b,saycan,performance,rouge1_f1,0.0676,0.0533,0.0291,0.0402,SCoT
llama3.2_1b,saycan,performance,rouge2_f1,0.0059,0.0129,0.0056,0.0154,SCoT
llama3.2_1b,saycan,performance,rougeL_f1,0.0589,0.0418,0.0268,0.0348,SCoT
llama3.2_1b,saycan,performance,bleu,0.0,0.0,0.0,0.0,tie
llama3.2_1b,saycan,performance,exact_match,0.0,0.0,0.0,0.0,tie
llama3.2_1b,saycan,performance,token_precision,0.0722,0.0332,0.0719,0.0478,SCoT
llama3.2_1b,saycan,performance,token_recall,0.2363,0.0907,0.1706,0.0857,SCoT
llama3.2_1b,saycan,performance,token_f1,0.1086,0.0455,0.0836,0.0372,SCoT
llama3.2_1b,saycan,performance,token_overlap_count,5.46,2.1305,4.0,2.1946,SCoT
llama3.2_1b,saycan,performance,normalized_edit_distance,0.119,0.0476,0.1274,0.0537,SCoT
llama3.2_1b,saycan,performance,char_f1,0.6957,0.0401,0.6634,0.086,SCoT
llama3.2_1b,saycan,performance,bert_score_f1,0.7815,0.013,0.7715,0.0186,SCoT
llama3.2_1b,saycan,performance,semantic_similarity,0.4296,0.1284,0.2412,0.1211,SCoT
mistral_7b,MultiArith,hardware,delta_time_seconds,96.1581,21.1747,114.6513,56.3829,SCoT
mistral_7b,MultiArith,hardware,cpu_usage_avg_percent,21.9693,0.6,22.8263,0.9416,SCoT
mistral_7b,MultiArith,hardware,ram_usage_avg_mb,13224.8886,157.5157,13150.2348,155.9795,MGCoT
mistral_7b,MultiArith,hardware,ram_usage_avg_percent,81.521,0.973,81.0625,0.962,MGCoT
mistral_7b,MultiArith,hardware,gpu_usage_avg_percent,11.0603,0.1453,11.9311,0.5621,SCoT
mistral_7b,MultiArith,hardware,gpu_memory_avg_mb,3905.8828,0.0,3905.8828,0.0,tie
mistral_7b,MultiArith,performance,rouge1_f1,0.0166,0.0076,0.0237,0.029,MGCoT
mistral_7b,MultiArith,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,MultiArith,performance,rougeL_f1,0.0166,0.0076,0.0237,0.029,MGCoT
mistral_7b,MultiArith,performance,bleu,0.0,0.0,0.0,0.0,SCoT
mistral_7b,MultiArith,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,MultiArith,performance,token_precision,0.0155,0.0062,0.0139,0.0146,SCoT
mistral_7b,MultiArith,performance,token_recall,0.44,0.1641,0.33,0.2393,SCoT
mistral_7b,MultiArith,performance,token_f1,0.0298,0.0119,0.0264,0.0269,SCoT
mistral_7b,MultiArith,performance,token_overlap_count,0.88,0.3283,0.66,0.4785,SCoT
mistral_7b,MultiArith,performance,normalized_edit_distance,0.0043,0.0015,0.0072,0.0087,SCoT
mistral_7b,MultiArith,performance,char_f1,0.1128,0.0217,0.1123,0.0303,SCoT
mistral_7b,MultiArith,performance,bert_score_f1,0.7568,0.0069,0.7561,0.0151,SCoT
mistral_7b,MultiArith,performance,semantic_similarity,0.1703,0.0574,0.1369,0.0524,SCoT
mistral_7b,QASports,hardware,delta_time_seconds,109.9696,33.2667,129.3166,47.3421,SCoT
mistral_7b,QASports,hardware,cpu_usage_avg_percent,22.2625,0.7163,23.2009,1.2122,SCoT
mistral_7b,QASports,hardware,ram_usage_avg_mb,13262.7313,263.2761,13152.171,278.2595,MGCoT
mistral_7b,QASports,hardware,ram_usage_avg_percent,81.7555,1.6226,81.0738,1.7153,MGCoT
mistral_7b,QASports,hardware,gpu_usage_avg_percent,10.5228,0.4684,11.8949,1.3652,SCoT
mistral_7b,QASports,hardware,gpu_memory_avg_mb,3905.8828,0.0,3905.8828,0.0,tie
mistral_7b,QASports,performance,rouge1_f1,0.0056,0.0066,0.0085,0.0069,MGCoT
mistral_7b,QASports,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,QASports,performance,rougeL_f1,0.0056,0.0066,0.0085,0.0069,MGCoT
mistral_7b,QASports,performance,bleu,0.0,0.0,0.0,0.0,MGCoT
mistral_7b,QASports,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,QASports,performance,token_precision,0.0051,0.0061,0.0017,0.004,SCoT
mistral_7b,QASports,performance,token_recall,0.44,0.5014,0.16,0.3703,SCoT
mistral_7b,QASports,performance,token_f1,0.0101,0.012,0.0034,0.0079,SCoT
mistral_7b,QASports,performance,token_overlap_count,0.44,0.5014,0.16,0.3703,SCoT
mistral_7b,QASports,performance,normalized_edit_distance,0.0005,0.0006,0.0008,0.0004,SCoT
mistral_7b,QASports,performance,char_f1,0.0254,0.0268,0.0367,0.0199,MGCoT
mistral_7b,QASports,performance,bert_score_f1,0.766,0.015,0.7629,0.0154,SCoT
mistral_7b,QASports,performance,semantic_similarity,0.0895,0.0441,0.0961,0.0371,MGCoT
mistral_7b,SVAMP,hardware,delta_time_seconds,102.3818,31.2441,121.4932,51.8074,SCoT
mistral_7b,SVAMP,hardware,cpu_usage_avg_percent,28.5389,9.2215,28.8676,6.8811,SCoT
mistral_7b,SVAMP,hardware,ram_usage_avg_mb,13628.4383,757.9872,13579.8286,756.1012,MGCoT
mistral_7b,SVAMP,hardware,ram_usage_avg_percent,84.0115,4.6725,83.71,4.6611,MGCoT
mistral_7b,SVAMP,hardware,gpu_usage_avg_percent,11.2272,0.3297,12.4506,2.823,SCoT
mistral_7b,SVAMP,hardware,gpu_memory_avg_mb,3905.8828,0.0,3905.8833,0.0033,SCoT
mistral_7b,SVAMP,performance,rouge1_f1,0.0147,0.0105,0.0227,0.06,MGCoT
mistral_7b,SVAMP,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,SVAMP,performance,rougeL_f1,0.0147,0.0105,0.0227,0.06,MGCoT
mistral_7b,SVAMP,performance,bleu,0.0,0.0,0.0,0.0,SCoT
mistral_7b,SVAMP,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,SVAMP,performance,token_precision,0.014,0.0086,0.0126,0.0276,SCoT
mistral_7b,SVAMP,performance,token_recall,0.38,0.2157,0.25,0.2525,SCoT
mistral_7b,SVAMP,performance,token_f1,0.0269,0.0165,0.0224,0.0437,SCoT
mistral_7b,SVAMP,performance,token_overlap_count,0.76,0.4314,0.5,0.5051,SCoT
mistral_7b,SVAMP,performance,normalized_edit_distance,0.0045,0.0027,0.0091,0.0189,SCoT
mistral_7b,SVAMP,performance,char_f1,0.114,0.0323,0.1166,0.048,MGCoT
mistral_7b,SVAMP,performance,bert_score_f1,0.756,0.0102,0.7577,0.0196,MGCoT
mistral_7b,SVAMP,performance,semantic_similarity,0.1402,0.057,0.1239,0.0639,SCoT
mistral_7b,StrategyQA,hardware,delta_time_seconds,118.5858,24.9069,149.3241,23.9808,SCoT
mistral_7b,StrategyQA,hardware,cpu_usage_avg_percent,20.9859,0.5059,22.1768,0.8783,SCoT
mistral_7b,StrategyQA,hardware,ram_usage_avg_mb,12143.7335,276.1756,12070.7691,280.353,MGCoT
mistral_7b,StrategyQA,hardware,ram_usage_avg_percent,74.8598,1.7023,74.4089,1.7276,MGCoT
mistral_7b,StrategyQA,hardware,gpu_usage_avg_percent,10.5122,0.3984,11.602,0.2058,SCoT
mistral_7b,StrategyQA,hardware,gpu_memory_avg_mb,3905.8828,0.0,3905.8828,0.0,tie
mistral_7b,StrategyQA,performance,rouge1_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,rougeL_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,bleu,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,token_precision,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,token_recall,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,token_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,token_overlap_count,0.0,0.0,0.0,0.0,tie
mistral_7b,StrategyQA,performance,normalized_edit_distance,0.0046,0.0012,0.0045,0.0033,MGCoT
mistral_7b,StrategyQA,performance,char_f1,0.2092,0.0241,0.1933,0.0294,SCoT
mistral_7b,StrategyQA,performance,bert_score_f1,0.7763,0.0072,0.7656,0.0089,SCoT
mistral_7b,StrategyQA,performance,semantic_similarity,0.0418,0.0605,0.0698,0.0599,MGCoT
mistral_7b,aqua,hardware,delta_time_seconds,147.4952,23.2455,153.7784,14.06,SCoT
mistral_7b,aqua,hardware,cpu_usage_avg_percent,25.4206,4.3526,26.229,2.7411,SCoT
mistral_7b,aqua,hardware,ram_usage_avg_mb,13550.0382,752.3385,13473.4601,749.5992,MGCoT
mistral_7b,aqua,hardware,ram_usage_avg_percent,83.5272,4.638,83.0557,4.6211,MGCoT
mistral_7b,aqua,hardware,gpu_usage_avg_percent,11.6151,1.656,11.9196,0.4422,SCoT
mistral_7b,aqua,hardware,gpu_memory_avg_mb,3632.2512,224.7923,3661.4452,114.2706,SCoT
mistral_7b,aqua,performance,rouge1_f1,0.0064,0.0073,0.0064,0.0071,MGCoT
mistral_7b,aqua,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,aqua,performance,rougeL_f1,0.0064,0.0073,0.0064,0.0071,MGCoT
mistral_7b,aqua,performance,bleu,0.0,0.0,0.0,0.0,SCoT
mistral_7b,aqua,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,aqua,performance,token_precision,0.0063,0.0065,0.0064,0.0071,MGCoT
mistral_7b,aqua,performance,token_recall,0.5,0.5051,0.48,0.5047,SCoT
mistral_7b,aqua,performance,token_f1,0.0125,0.0129,0.0126,0.0139,MGCoT
mistral_7b,aqua,performance,token_overlap_count,0.5,0.5051,0.48,0.5047,SCoT
mistral_7b,aqua,performance,normalized_edit_distance,0.0007,0.0006,0.0005,0.0006,MGCoT
mistral_7b,aqua,performance,char_f1,0.0425,0.0027,0.0467,0.0041,MGCoT
mistral_7b,aqua,performance,bert_score_f1,0.7609,0.0117,0.7589,0.014,SCoT
mistral_7b,aqua,performance,semantic_similarity,0.1355,0.0577,0.0918,0.045,SCoT
mistral_7b,asdiv,hardware,delta_time_seconds,73.3498,21.6814,120.035,49.2058,SCoT
mistral_7b,asdiv,hardware,cpu_usage_avg_percent,23.3455,1.2765,24.4671,1.0002,SCoT
mistral_7b,asdiv,hardware,ram_usage_avg_mb,13913.9712,158.896,13817.109,140.8102,MGCoT
mistral_7b,asdiv,hardware,ram_usage_avg_percent,85.7708,0.9802,85.1738,0.868,MGCoT
mistral_7b,asdiv,hardware,gpu_usage_avg_percent,10.8212,0.2785,12.0661,1.5134,SCoT
mistral_7b,asdiv,hardware,gpu_memory_avg_mb,3901.8028,28.85,3905.8828,0.0,SCoT
mistral_7b,asdiv,performance,rouge1_f1,0.0251,0.0076,0.0266,0.0355,MGCoT
mistral_7b,asdiv,performance,rouge2_f1,0.0,0.0,0.0,0.0,tie
mistral_7b,asdiv,performance,rougeL_f1,0.0251,0.0076,0.0266,0.0355,MGCoT
mistral_7b,asdiv,performance,bleu,0.0,0.0,0.0,0.0,SCoT
mistral_7b,asdiv,performance,exact_match,0.0,0.0,0.0,0.0,tie
mistral_7b,asdiv,performance,token_precision,0.0212,0.0055,0.0176,0.0185,SCoT
mistral_7b,asdiv,performance,token_recall,0.96,0.1979,0.82,0.3881,SCoT
mistral_7b,asdiv,performance,token_f1,0.0415,0.0107,0.034,0.0346,SCoT
mistral_7b,asdiv,performance,token_overlap_count,0.96,0.1979,0.82,0.3881,SCoT
mistral_7b,asdiv,performance,normalized_edit_distance,0.0034,0.0014,0.0044,0.0067,SCoT
mistral_7b,asdiv,performance,char_f1,0.0701,0.025,0.0694,0.0296,SCoT
mistral_7b,asdiv,performance,bert_score_f1,0.7794,0.011,0.78,0.0149,MGCoT
mistral_7b,asdiv,performance,semantic_similarity,0.2938,0.0707,0.2067,0.0792,SCoT
mistral_7b,clutrr,hardware,delta_time_seconds,80.724,18.7033,140.3919,35.9254,SCoT
mistral_7b,clutrr,hardware,cpu_usage_avg_percent,29.5564,4.0499,31.085,4.573,SCoT
mistral_7b,clutrr,hardware,ram_usage_avg_mb,13678.2435,582.3603,13609.98,644.7856,MGCoT
mistral_7b,clutrr,hardware,ram_usage_avg_percent,84.3185,3.5909,83.898,3.9746,MGCoT
mistral_7b,clutrr,hardware,gpu_usage_avg_percent,11.5451,0.4957,12.1126,0.6675,SCoT
mistral_7b,clutrr,hardware,gpu_memory_avg_mb,3905.8828,0.0,3905.8828,0.0,tie
mistral_7b,clutrr,performance,rouge1_f1,0.045,0.0234,0.0231,0.0194,SCoT
