level,group,metric,n,scot,mgcot,delta,ci_low,ci_high,rel_change_pct,p,effect_rb,discordant_scot_only,discordant_mgcot_only,favours,p_fdr,significant,ill_posed_dataset
model,gemma2_2b,bert_score_f1,500,0.7706170556545258,0.7995029295682907,0.028885873913764952,0.026417080864310265,0.031426837998628616,3.74840833093561,4.811349519893329e-75,0.9460598802395209,,,MGCoT,1.8523695651589316e-72,True,False
model,llama3.2_1b,bert_score_f1,500,0.775266501545906,0.7615430519580841,-0.01372344958782196,-0.016318312200903892,-0.011194048124551773,-1.7701589789391088,4.330435780538334e-25,-0.5340359281437126,,,SCoT,1.3337742204058068e-23,True,False
model,mistral_7b,bert_score_f1,500,0.7820161625146865,0.7770175331830979,-0.004998629331588745,-0.007122266867756843,-0.0028040668368339537,-0.6391977009164269,2.5339386362090427e-15,-0.4083672654690619,,,SCoT,2.8277286230158878e-14,True,False
model,openchat_7b,bert_score_f1,500,0.7783907747268677,0.7994746553897858,0.02108388066291809,0.0190588740080595,0.02308953215777874,2.70864986424284,4.111293413591685e-65,0.8795289421157685,,,MGCoT,3.957119910581997e-63,True,False
model,phi3_mini,bert_score_f1,500,0.7814683147668838,0.7901044894456863,0.00863617467880249,0.0038430989116430294,0.012678491005301475,1.1051215405168036,3.474620186934316e-05,0.21367664670658681,,,MGCoT,8.360804824810697e-05,True,False
model,qwen2_1.5b,bert_score_f1,500,0.7918788979053497,0.7947963569164276,0.0029174590110778807,0.001055937346816063,0.004733527266979216,0.3684223709957471,0.029425160638800827,0.11617735498332513,,,MGCoT,0.04700699936073991,True,False
model,gemma2_2b,rougeL_f1,500,0.04389919100564678,0.10071131910095103,0.05681212809530425,0.04703074660282417,0.06701743614388836,129.41497734661323,2.2534982698330597e-26,0.6177600719655594,,,MGCoT,7.5443202946585045e-25,True,False
model,llama3.2_1b,rougeL_f1,500,0.04175748502535042,0.012536389117918129,-0.029221095907432288,-0.03429913903588441,-0.024688127952868188,-69.97810306270252,4.660560905970558e-55,-0.923925739649036,,,SCoT,3.2623926341793903e-53,True,False
model,mistral_7b,rougeL_f1,500,0.046215014419880004,0.045119985098161314,-0.0010950293217186881,-0.0068917356724040296,0.0056343986077449365,-2.369423304231723,1.7006668720541291e-07,-0.29912800501035797,,,SCoT,5.794307484432211e-07,True,False
model,openchat_7b,rougeL_f1,500,0.04834497194858317,0.08855906484403372,0.04021409289545057,0.03223240647794783,0.04855691891691133,83.18154148112833,1.0162121488031212e-19,0.5110941000326462,,,MGCoT,2.0591667225747455e-18,True,False
model,phi3_mini,rougeL_f1,500,0.05013659318422212,0.08268596588527939,0.03254937270105728,0.020301402364544047,0.0464166388552851,64.92138901711515,0.15691896423776663,0.07895998082913971,,,MGCoT,0.2153789705224248,False,False
model,qwen2_1.5b,rougeL_f1,500,0.06172933891977531,0.0752219851460119,0.01349264622623658,0.007487197154302368,0.02003968210481237,21.857752670528182,0.01668012033496519,0.1500086760367864,,,MGCoT,0.027502553871355882,True,False
model,gemma2_2b,token_f1,500,0.0664993962191607,0.08290363848640359,0.016404242267242863,0.011121362336529453,0.0217202275524667,24.66825745782674,9.460593603185244e-05,0.24358515335958944,,,MGCoT,0.0002168052700729952,True,False
model,llama3.2_1b,token_f1,500,0.06449298860402361,0.02423282317411389,-0.04026016542990973,-0.04774868067356727,-0.033458985162146175,-62.425647037541644,1.8865176292245258e-43,-0.9071719386157219,,,SCoT,1.1173989034637576e-41,True,False
model,mistral_7b,token_f1,500,0.0668391728748643,0.057832105023769786,-0.009007067851094494,-0.01380907335849569,-0.004038337932951225,-13.475732065023376,3.5810713736339484e-09,-0.3645681539091281,,,SCoT,1.49049997713413e-08,True,False
model,openchat_7b,token_f1,500,0.06700483861637849,0.08877646460520237,0.021771625988823907,0.016933287274637047,0.026727594756516804,32.49261760553231,1.1562145252407774e-14,0.4650515341784149,,,MGCoT,1.1562145252407774e-13,True,False
model,phi3_mini,token_f1,500,0.06926266607620753,0.0758652091931645,0.006602543116956961,-0.0007621166644493787,0.014947663762648415,9.532614741818328,0.116214743615593,-0.09286666391831912,,,MGCoT,0.16449513342648273,False,False
model,qwen2_1.5b,token_f1,500,0.07304246512389492,0.08100151706309117,0.007959051939196242,0.0037859304620141564,0.012188203026641089,10.896472244872987,0.0030838520316293578,0.2077627442941096,,,MGCoT,0.005613631357812306,True,False
model,gemma2_2b,char_f1,500,0.28749530730606215,0.3136827339510777,0.026187426645015548,0.018790532741845865,0.033932422927550325,9.108818815305705,4.389540272014253e-11,0.35346689506218815,,,MGCoT,2.560565158674981e-10,True,False
model,llama3.2_1b,char_f1,500,0.2856931825552124,0.2645848517606727,-0.02110833079453976,-0.025077523247741408,-0.01710042340485942,-7.388461497662938,4.998431281841467e-33,-0.6400272031320363,,,SCoT,2.138217826121072e-31,True,False
model,mistral_7b,char_f1,500,0.28326673052073953,0.2836631568392832,0.0003964263185436625,-0.0056117020184327,0.0068314029127498795,0.13994806866831752,0.005230174870772401,-0.14787262273330384,,,MGCoT,0.009163925224532576,True,False
model,openchat_7b,char_f1,500,0.2886024889975291,0.3235236148233146,0.03492112582578547,0.028580455406221908,0.04163729646263997,12.100077843086257,1.4255392653345048e-23,0.5321260210874806,,,MGCoT,3.920232979669888e-22,True,False
model,phi3_mini,char_f1,500,0.2886964528581517,0.31190006809047754,0.02320361523232591,0.014683794181047347,0.032005862619955285,8.037374551230384,0.0036886044304328034,0.15424445479628768,,,MGCoT,0.006682883321019432,True,False
model,qwen2_1.5b,char_f1,500,0.3022561114793809,0.30767962816975686,0.0054235166903759255,0.0004670714499461578,0.01039398039960937,1.7943447574412084,0.019579118969450596,0.1358804458738585,,,MGCoT,0.031872984368873064,True,False
model,gemma2_2b,output_words,500,142.07,68.15,-73.92,-78.5921,-69.2479,-52.03068909692406,1.3724782444041345e-74,-0.9459407044677705,,,MGCoT,3.5226941606372786e-72,True,False
model,llama3.2_1b,output_words,500,160.902,142.43,-18.472,-26.158250000000002,-11.261300000000011,-11.480279921940063,0.002173337297859058,-0.15869514274401428,,,MGCoT,0.004042197389737862,True,False
model,mistral_7b,output_words,500,125.89,133.458,7.568,2.7299,12.324099999999998,6.011597426324569,5.1008939296348014e-05,0.20929058116232466,,,SCoT,0.00012085194848673221,True,False
model,openchat_7b,output_words,500,124.174,73.264,-50.91,-54.60615,-47.0675,-40.99892086910303,2.157332153329326e-66,-0.8883672654690619,,,MGCoT,2.7685762634393018e-64,True,False
model,phi3_mini,output_words,500,129.008,110.976,-18.032,-22.59825,-13.177850000000003,-13.977427756418207,2.1427630764034846e-12,-0.364030959953268,,,MGCoT,1.460112892770516e-11,True,False
model,qwen2_1.5b,output_words,500,92.574,79.67,-12.904,-17.9181,-7.7637000000000045,-13.9391189750902,2.6895124241615813e-07,-0.28140273089131856,,,MGCoT,8.850104985488964e-07,True,False
model,gemma2_2b,truncated,500,0.292,0.132,-0.16,-0.2,-0.12,-54.79452054794521,5.50839085025408e-14,-0.6666666666666666,100.0,20.0,MGCoT,4.93193134266935e-13,True,False
model,llama3.2_1b,truncated,500,0.264,0.844,0.58,0.528,0.632,219.69696969696966,2.1171645259861096e-62,0.8285714285714286,30.0,320.0,SCoT,1.6302166850093044e-60,True,False
model,mistral_7b,truncated,500,0.194,0.704,0.51,0.462,0.558,262.88659793814435,4.4621727512334285e-63,0.9074733096085409,13.0,268.0,SCoT,3.817636687166378e-61,True,False
model,openchat_7b,truncated,500,0.142,0.09,-0.052,-0.084,-0.022,-36.61971830985916,0.0015627893448280279,-0.40625,45.0,19.0,MGCoT,0.0029859746787036763,True,False
model,phi3_mini,truncated,500,0.27,0.558,0.288,0.234,0.342,106.66666666666664,1.7042380399427987e-23,0.6486486486486487,39.0,183.0,SCoT,4.525045830192949e-22,True,False
model,qwen2_1.5b,truncated,500,0.122,0.118,-0.004,-0.036,0.028,-3.278688524590164,0.9021585000966994,-0.030303030303030304,34.0,32.0,MGCoT,0.9712538434396313,False,False
model,gemma2_2b,delta_time_seconds,500,118.50295820000001,60.3462442,-58.15671400000001,-62.222099435000004,-54.136138175,-49.076170657147365,2.885217124778078e-69,-0.9079441117764471,,,MGCoT,4.4432343721582406e-67,True,False
model,llama3.2_1b,delta_time_seconds,500,115.16437119999999,131.3586566,16.194285400000002,10.410957374999999,21.440660575,14.0618884393301,3.3079176775284613e-19,0.46235528942115767,,,SCoT,6.5310169530690134e-18,True,False
model,mistral_7b,delta_time_seconds,500,104.44646619999999,135.0794652,30.632999000000005,26.508776599999997,34.79341227999999,29.32889940128966,1.776144139131931e-38,0.6695089820359281,,,SCoT,9.11753991421058e-37,True,False
model,openchat_7b,delta_time_seconds,500,105.79515860000001,62.6798942,-43.1152644,-46.226117644999995,-39.86328833,-40.75353255342631,8.576142561027885e-66,-0.8842475049900199,,,MGCoT,9.433756817130674e-64,True,False
model,phi3_mini,delta_time_seconds,500,113.372226,112.47149280000001,-0.9007331999999992,-5.588964315000002,3.845871765,-0.79449194196822,0.42601985287064925,0.041085828343313376,,,MGCoT,0.5143310531498202,False,False
model,qwen2_1.5b,delta_time_seconds,500,67.8016466,60.11740879999999,-7.684237800000001,-11.16100124,-4.219533825,-11.333408826091844,0.0012398003413761332,-0.16669061876247504,,,MGCoT,0.0024291253507878435,True,False
model,gemma2_2b,target_error,500,0.47464350737078825,0.41713385571813,-0.057509651652658256,-0.0680594306308192,-0.046603475618858116,-12.11638856522525,1.1210575913519425e-20,-0.48124550898203594,,,MGCoT,2.466326700974274e-19,True,False
model,llama3.2_1b,target_error,500,0.4562709398080968,0.49780756931539877,0.041536629507301984,0.032823595295130306,0.050053315367027874,9.103500986666363,4.0634061328552903e-22,0.4990818363273453,,,SCoT,9.481280976662343e-21,True,False
model,mistral_7b,target_error,500,0.4418850336266193,0.47014480231024924,0.028259768683629987,0.021600409473888436,0.0343623330916693,6.395276267154301,2.5112948354689105e-23,0.5135808383233533,,,SCoT,6.445656744370204e-22,True,False
model,openchat_7b,target_error,500,0.43218304986210115,0.41742702495540934,-0.014756024906691778,-0.021794790629720784,-0.008088030341139429,-3.4142997767728414,0.004091797749568103,-0.14818363273453095,,,MGCoT,0.0073271727143428824,True,False
model,phi3_mini,target_error,499,0.4411589648592677,0.44313787661865894,0.0019789117593912438,-0.008246121734122046,0.011496832730859802,0.44857113127521464,1.462952001226145e-06,0.24883366733466933,,,SCoT,4.234861056180946e-06,True,False
model,qwen2_1.5b,target_error,500,0.4208474900516067,0.41285692927120204,-0.007990560780404717,-0.014331114616250895,-0.0014278097643741652,-1.8986832449505329,0.08477293979396329,-0.09294935829741892,,,MGCoT,0.12339350404792389,False,False
model x dataset,gemma2_2b / MultiArith,accuracy,50,0.98,0.78,-0.2,-0.32,-0.08,-20.408163265306122,0.00634765625,-0.8333333333333334,11.0,1.0,SCoT,0.0109100341796875,True,False
model x dataset,gemma2_2b / QASports,accuracy,50,0.1,0.04,-0.06,-0.14,0.02,-60.0,0.375,-0.6,4.0,1.0,SCoT,0.46274038461538464,False,True
model x dataset,gemma2_2b / SVAMP,accuracy,50,0.6,0.44,-0.16,-0.32,-0.02,-26.666666666666668,0.076812744140625,-0.5,12.0,4.0,SCoT,0.11330615514996407,False,False
model x dataset,gemma2_2b / StrategyQA,accuracy,50,0.18,0.1,-0.08,-0.2,0.04,-44.44444444444444,0.34375,-0.4,7.0,3.0,SCoT,0.428296925566343,False,False
model x dataset,gemma2_2b / aqua,accuracy,50,0.3,0.32,0.02,-0.1,0.14,6.666666666666667,1.0,0.1111111111111111,4.0,5.0,MGCoT,1.0,False,False
model x dataset,gemma2_2b / asdiv,accuracy,50,0.84,0.68,-0.16,-0.3,-0.04,-19.047619047619047,0.03857421875,-0.6666666666666666,10.0,2.0,SCoT,0.06024776559330629,False,False
model x dataset,gemma2_2b / clutrr,accuracy,50,0.28,0.42,0.14,0.0,0.28,50.0,0.09228515625,0.5384615384615384,3.0,10.0,MGCoT,0.13332001934803,False,False
model x dataset,gemma2_2b / date,accuracy,50,0.4,0.26,-0.14,-0.26,-0.04,-35.0,0.0390625,-0.7777777777777778,8.0,1.0,SCoT,0.06088689271255061,False,False
model x dataset,gemma2_2b / gsm8k,accuracy,50,0.42,0.48,0.06,-0.08,0.22,14.285714285714286,0.6072387695312499,0.2,6.0,9.0,MGCoT,0.6894728116313954,False,False
model x dataset,gemma2_2b / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,llama3.2_1b / MultiArith,accuracy,50,0.78,0.02,-0.76,-0.88,-0.64,-97.43589743589743,7.275957614183426e-12,-1.0,38.0,0.0,SCoT,4.668739469101032e-11,True,False
model x dataset,llama3.2_1b / QASports,accuracy,50,0.36,0.0,-0.36,-0.5,-0.22,-100.0,7.62939453125e-06,-1.0,18.0,0.0,SCoT,2.018774497959622e-05,True,True
model x dataset,llama3.2_1b / SVAMP,accuracy,50,0.44,0.02,-0.42,-0.56,-0.28,-95.45454545454545,5.7220458984375e-06,-0.9130434782608695,22.0,1.0,SCoT,1.529852549235026e-05,True,False
model x dataset,llama3.2_1b / StrategyQA,accuracy,50,0.14,0.06,-0.08,-0.2,0.04,-57.14285714285714,0.34375,-0.4,7.0,3.0,SCoT,0.428296925566343,False,False
model x dataset,llama3.2_1b / aqua,accuracy,50,0.2,0.06,-0.14,-0.28,0.0,-70.0,0.09228515625,-0.5384615384615384,10.0,3.0,SCoT,0.13332001934803,False,False
model x dataset,llama3.2_1b / asdiv,accuracy,50,0.82,0.02,-0.8,-0.92,-0.68,-97.5609756097561,1.9554136088117957e-11,-0.9523809523809523,41.0,1.0,SCoT,1.1763034990508459e-10,True,False
model x dataset,llama3.2_1b / clutrr,accuracy,50,0.46,0.06,-0.4,-0.54,-0.26,-86.95652173913044,1.0967254638671875e-05,-0.9090909090909091,21.0,1.0,SCoT,2.8149286905924478e-05,True,False
model x dataset,llama3.2_1b / date,accuracy,50,0.18,0.04,-0.14,-0.26,-0.02,-77.77777777777779,0.0654296875,-0.6363636363636364,9.0,2.0,SCoT,0.09840011596679688,False,False
model x dataset,llama3.2_1b / gsm8k,accuracy,50,0.32,0.02,-0.3,-0.44,-0.16,-93.75,0.000274658203125,-0.8823529411764706,16.0,1.0,SCoT,0.0005890997671483287,True,False
model x dataset,llama3.2_1b / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,mistral_7b / MultiArith,accuracy,50,0.78,0.34,-0.44,-0.6,-0.26,-56.41025641025641,2.744048833847046e-05,-0.7857142857142857,25.0,3.0,SCoT,6.772171801481492e-05,True,False
model x dataset,mistral_7b / QASports,accuracy,50,0.16,0.18,0.02,-0.12,0.16,12.5,1.0,0.07692307692307693,6.0,7.0,MGCoT,1.0,False,True
model x dataset,mistral_7b / SVAMP,accuracy,50,0.64,0.24,-0.4,-0.54,-0.26,-62.5,1.9073486328125e-06,-1.0,20.0,0.0,SCoT,5.3600673257869526e-06,True,False
model x dataset,mistral_7b / StrategyQA,accuracy,50,0.18,0.36,0.18,0.04,0.32,100.0,0.03515625,0.6,3.0,12.0,MGCoT,0.05535851226993865,False,False
model x dataset,mistral_7b / aqua,accuracy,50,0.24,0.14,-0.1,-0.22,0.02,-41.66666666666667,0.1796875,-0.5555555555555556,7.0,2.0,SCoT,0.24316234622144112,False,False
model x dataset,mistral_7b / asdiv,accuracy,50,0.86,0.22,-0.64,-0.78,-0.48,-74.4186046511628,1.941225491464138e-08,-0.8888888888888888,34.0,2.0,SCoT,7.220983712209596e-08,True,False
model x dataset,mistral_7b / clutrr,accuracy,50,0.34,0.16,-0.18,-0.3,-0.06,-52.94117647058823,0.0224609375,-0.6923076923076923,11.0,2.0,SCoT,0.03641036184210526,True,False
model x dataset,mistral_7b / date,accuracy,50,0.16,0.32,0.16,0.02,0.3,100.0,0.057373046875,0.5714285714285714,3.0,11.0,MGCoT,0.08747969523514851,False,False
model x dataset,mistral_7b / gsm8k,accuracy,50,0.44,0.12,-0.32,-0.46,-0.2,-72.72727272727273,3.0517578125e-05,-1.0,16.0,0.0,SCoT,7.43624530261076e-05,True,False
model x dataset,mistral_7b / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,openchat_7b / MultiArith,accuracy,50,0.9,0.84,-0.06,-0.2,0.06,-6.666666666666666,0.548828125,-0.2727272727272727,7.0,4.0,SCoT,0.6335796945277361,False,False
model x dataset,openchat_7b / QASports,accuracy,50,0.14,0.02,-0.12,-0.22049999999999984,-0.02,-85.71428571428571,0.0703125,-0.75,7.0,1.0,SCoT,0.10492369186046512,False,True
model x dataset,openchat_7b / SVAMP,accuracy,50,0.72,0.76,0.04,-0.1,0.18,5.555555555555555,0.79052734375,0.14285714285714285,6.0,8.0,MGCoT,0.868339592992154,False,False
model x dataset,openchat_7b / StrategyQA,accuracy,50,0.34,0.28,-0.06,-0.24,0.12,-17.64705882352941,0.6776394844055176,-0.13043478260869565,13.0,10.0,SCoT,0.7584046555119891,False,False
model x dataset,openchat_7b / aqua,accuracy,50,0.36,0.48,0.12,-0.02,0.26,33.333333333333336,0.14599609375,0.5,3.0,9.0,MGCoT,0.20291875846119134,False,False
model x dataset,openchat_7b / asdiv,accuracy,50,0.86,0.74,-0.12,-0.24,0.0,-13.953488372093023,0.109375,-0.6,8.0,2.0,SCoT,0.155385147601476,False,False
model x dataset,openchat_7b / clutrr,accuracy,50,0.36,0.52,0.16,-0.04,0.34,44.44444444444444,0.15158963203430176,0.3333333333333333,8.0,16.0,MGCoT,0.20955837821618017,False,False
model x dataset,openchat_7b / date,accuracy,50,0.26,0.36,0.1,0.0,0.2,38.46153846153846,0.125,0.7142857142857143,1.0,6.0,MGCoT,0.17660550458715596,False,False
model x dataset,openchat_7b / gsm8k,accuracy,50,0.5,0.52,0.02,-0.14,0.18,4.0,1.0,0.058823529411764705,8.0,9.0,MGCoT,1.0,False,False
model x dataset,openchat_7b / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,phi3_mini / MultiArith,accuracy,50,0.94,0.7,-0.24,-0.38,-0.1,-25.531914893617024,0.004180908203125,-0.75,14.0,2.0,SCoT,0.0074693719638196055,True,False
model x dataset,phi3_mini / QASports,accuracy,50,0.1,0.12,0.02,-0.08,0.12,20.0,1.0,0.14285714285714285,3.0,4.0,MGCoT,1.0,False,True
model x dataset,phi3_mini / SVAMP,accuracy,50,0.76,0.6,-0.16,-0.3,0.0,-21.05263157894737,0.076812744140625,-0.5,12.0,4.0,SCoT,0.11330615514996407,False,False
model x dataset,phi3_mini / StrategyQA,accuracy,50,0.16,0.18,0.02,-0.12,0.16,12.5,1.0,0.07692307692307693,6.0,7.0,MGCoT,1.0,False,False
model x dataset,phi3_mini / aqua,accuracy,50,0.36,0.42,0.06,-0.1,0.22,16.666666666666668,0.629058837890625,0.17647058823529413,7.0,10.0,MGCoT,0.711270639024642,False,False
model x dataset,phi3_mini / asdiv,accuracy,50,0.82,0.38,-0.44,-0.6,-0.28,-53.65853658536586,2.744048833847046e-05,-0.7857142857142857,25.0,3.0,SCoT,6.772171801481492e-05,True,False
model x dataset,phi3_mini / clutrr,accuracy,50,0.54,0.44,-0.1,-0.26,0.06,-18.51851851851852,0.332305908203125,-0.29411764705882354,11.0,6.0,SCoT,0.41673542233942384,False,False
model x dataset,phi3_mini / date,accuracy,50,0.38,0.38,0.0,-0.14,0.14,0.0,1.0,0.0,6.0,6.0,,1.0,False,False
model x dataset,phi3_mini / gsm8k,accuracy,50,0.62,0.62,0.0,-0.16,0.16,0.0,1.0,0.0,9.0,9.0,,1.0,False,False
model x dataset,phi3_mini / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,qwen2_1.5b / MultiArith,accuracy,50,0.9,0.84,-0.06,-0.2,0.08,-6.666666666666666,0.5810546875,-0.23076923076923078,8.0,5.0,SCoT,0.665860312077408,False,False
model x dataset,qwen2_1.5b / QASports,accuracy,50,0.04,0.04,0.0,-0.06,0.06,0.0,1.0,0.0,1.0,1.0,,1.0,False,True
model x dataset,qwen2_1.5b / SVAMP,accuracy,50,0.62,0.5,-0.12,-0.24,0.0,-19.35483870967742,0.109375,-0.6,8.0,2.0,SCoT,0.155385147601476,False,False
model x dataset,qwen2_1.5b / StrategyQA,accuracy,50,0.2,0.1,-0.1,-0.22,0.02,-50.0,0.2265625,-0.45454545454545453,8.0,3.0,SCoT,0.2987211044520548,False,False
model x dataset,qwen2_1.5b / aqua,accuracy,50,0.24,0.36,0.12,-0.04,0.28,50.0,0.210113525390625,0.375,5.0,11.0,MGCoT,0.27894381819100217,False,False
model x dataset,qwen2_1.5b / asdiv,accuracy,50,0.84,0.86,0.02,-0.08,0.12,2.380952380952381,1.0,0.14285714285714285,3.0,4.0,MGCoT,1.0,False,False
model x dataset,qwen2_1.5b / clutrr,accuracy,50,0.28,0.48,0.2,0.08,0.32,71.42857142857142,0.00634765625,0.8333333333333334,1.0,11.0,MGCoT,0.0109100341796875,True,False
model x dataset,qwen2_1.5b / date,accuracy,50,0.16,0.1,-0.06,-0.14,0.0,-37.5,0.25,-1.0,3.0,0.0,SCoT,0.32682512733446517,False,False
model x dataset,qwen2_1.5b / gsm8k,accuracy,50,0.36,0.38,0.02,-0.1,0.16,5.555555555555555,1.0,0.09090909090909091,5.0,6.0,MGCoT,1.0,False,False
model x dataset,qwen2_1.5b / saycan,accuracy,50,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,False,True
model x dataset,gemma2_2b / MultiArith,semantic_similarity,50,0.16105600111186502,0.14815842084586617,-0.012897580265998845,-0.026573196191340704,0.0012894864864647314,-8.008133926683392,0.023004472374226752,-0.36941176470588233,,,SCoT,0.03721311707595504,True,False
model x dataset,gemma2_2b / QASports,semantic_similarity,50,0.10233359992504117,0.07725762222893533,-0.02507597769610584,-0.03606667943857611,-0.014009075405076161,-24.504148895840526,6.825250486741652e-05,-0.6219607843137255,,,SCoT,0.00016022691691436195,True,True
model x dataset,gemma2_2b / SVAMP,semantic_similarity,50,0.12640381112694737,0.11767840608954426,-0.008725405037403116,-0.019837355883792058,0.0022518093343823903,-6.902802185798172,0.20447619481721802,-0.20784313725490197,,,SCoT,0.2728711785255769,False,False
model x dataset,gemma2_2b / StrategyQA,semantic_similarity,50,0.030383677100908234,0.02373263926245271,-0.006651037838455527,-0.018349479168071416,0.005575569686592621,-21.890167593496155,0.09130577606126522,-0.2752941176470588,,,SCoT,0.1324019728195371,False,False
model x dataset,gemma2_2b / aqua,semantic_similarity,50,0.11332708902657028,0.11053414992988106,-0.0027929390966892247,-0.01246485325694084,0.006808446655049917,-2.4644938122732527,0.3374027667706141,-0.15764705882352942,,,SCoT,0.4224392364445087,False,False
model x dataset,gemma2_2b / asdiv,semantic_similarity,50,0.26030388198792936,0.27570720814168453,0.015403326153755196,-0.006623157732188712,0.03486734456196428,5.917440045888163,0.056738698656332076,0.30980392156862746,,,MGCoT,0.08668412294717401,False,False
model x dataset,gemma2_2b / clutrr,semantic_similarity,50,0.3281204217672348,0.3816804152727127,0.0535599935054779,0.03597559528052807,0.07010555701702832,16.32327339365448,5.951474850718341e-07,0.7552941176470588,,,MGCoT,1.8185062043861599e-06,True,False
model x dataset,gemma2_2b / date,semantic_similarity,50,0.3048478788137436,0.5855927887558937,0.2807449099421501,0.24861361192911863,0.312863567776978,92.09344379715368,3.552713678800501e-15,0.9984313725490196,,,MGCoT,3.747382921474501e-14,True,False
model x dataset,gemma2_2b / gsm8k,semantic_similarity,50,0.7628156387805939,0.796941494345665,0.034125855565071105,0.006129596218466757,0.05991702222824095,4.473670154380069,9.915398697479816e-05,0.6094117647058823,,,MGCoT,0.000225883343108268,True,False
model x dataset,gemma2_2b / saycan,semantic_similarity,50,0.4348390567302704,0.30661841183900834,-0.12822064489126206,-0.1479411538951099,-0.11075892759114504,-29.486920024020982,1.7763568394002505e-15,-1.0,,,SCoT,2.011462891673813e-14,True,True
model x dataset,llama3.2_1b / MultiArith,semantic_similarity,50,0.1609796073287725,0.09924063108861443,-0.06173897624015808,-0.07842953168600798,-0.04538443787954749,-38.35204797963452,3.9194779804935673e-07,-0.8243137254901961,,,SCoT,1.2522813464647498e-06,True,False
model x dataset,llama3.2_1b / QASports,semantic_similarity,50,0.08830572120379653,0.0887061180407181,0.00040039683692156213,-0.01931067563523538,0.02145490748772859,0.45342117301494606,0.5852066143769612,-0.09019607843137255,,,MGCoT,0.6685594852674482,False,True
model x dataset,llama3.2_1b / SVAMP,semantic_similarity,50,0.12859381012618537,0.0902155507355928,-0.03837825939059258,-0.05534838612377642,-0.021606315949931752,-29.844561999471907,9.915398697479816e-05,-0.6094117647058823,,,SCoT,0.000225883343108268,True,False
model x dataset,llama3.2_1b / StrategyQA,semantic_similarity,50,0.0189892994845286,0.07073022704571483,0.05174092756118623,0.030890028947324014,0.07232927224464941,272.4741247213558,1.7805245978053108e-05,0.6643137254901961,,,MGCoT,4.4658108804888905e-05,True,False
model x dataset,llama3.2_1b / aqua,semantic_similarity,50,0.10791406027972694,0.06844968272373077,-0.03946437755599619,-0.058480024811346086,-0.021532272774726167,-36.57019062548431,0.0001858580190070569,-0.5874509803921568,,,SCoT,0.00040426744247297686,True,False
model x dataset,llama3.2_1b / asdiv,semantic_similarity,50,0.2969853416085243,0.1006768365949392,-0.1963085050135851,-0.21447949333302677,-0.17770119414292276,-66.10040211087323,1.7763568394002505e-15,-1.0,,,SCoT,2.011462891673813e-14,True,False
model x dataset,llama3.2_1b / clutrr,semantic_similarity,50,0.3373079949617386,0.09192290026694533,-0.24538509469479322,-0.264986745139584,-0.22510427152644844,-72.74808138556801,1.7763568394002505e-15,-1.0,,,SCoT,2.011462891673813e-14,True,False
model x dataset,llama3.2_1b / date,semantic_similarity,50,0.3027248701453209,0.09991523738950488,-0.20280963275581598,-0.2314070644620806,-0.17478766826353967,-66.99470468298779,8.881784197001252e-15,-0.9952941176470588,,,SCoT,8.998649778540742e-14,True,False
model x dataset,llama3.2_1b / gsm8k,semantic_similarity,50,0.7843638908863068,0.15311035458929834,-0.6312535362970084,-0.6677275953560602,-0.5927261653521564,-80.47967832681736,1.7763568394002505e-15,-1.0,,,SCoT,2.011462891673813e-14,True,False
model x dataset,llama3.2_1b / saycan,semantic_similarity,50,0.4295896169543266,0.24116927936673163,-0.188420337587595,-0.23031182675063608,-0.14803242640942338,-43.86054274855241,4.218847493575595e-12,-0.9513725490196079,,,SCoT,2.7529767542823795e-11,True,True
model x dataset,mistral_7b / MultiArith,semantic_similarity,50,0.17026039525866504,0.1369386142864823,-0.033321780972182746,-0.05027290054690093,-0.016100703320465978,-19.571069902404037,0.0007549339759211904,-0.5341176470588235,,,SCoT,0.0015098679518423808,True,False
model x dataset,mistral_7b / QASports,semantic_similarity,50,0.08954152017366138,0.09612164068967101,0.0065801205160096335,-0.009178291414398692,0.022695705184712995,7.348680816729281,0.35718707191412413,0.15137254901960784,,,MGCoT,0.4428889619547111,False,True
model x dataset,mistral_7b / SVAMP,semantic_similarity,50,0.14016487095504995,0.12390792026650158,-0.016256950688548388,-0.0301446878577117,-0.0023540313623379855,-11.598448725260052,0.038081706053025854,-0.33647058823529413,,,SCoT,0.059720801753217735,False,False
model x dataset,mistral_7b / StrategyQA,semantic_similarity,50,0.04175636241212485,0.06978246340062466,0.02802610098849981,0.012061054775258529,0.04423388109216461,67.11815725682521,0.0014315119741414861,0.5074509803921569,,,MGCoT,0.0027487885787754224,True,False
