record_id,start_time,end_time,delta_time_seconds,cpu_usage_avg_percent,ram_usage_avg_mb,ram_usage_avg_percent,gpu_usage_avg_percent,gpu_memory_avg_mb,pred_token_count,ref_token_count,rouge1_f1,rouge2_f1,rougeL_f1,bleu,exact_match,token_f1,token_precision,token_recall,token_overlap_count,normalized_edit_distance,char_f1,bert_score_f1,semantic_similarity
27,2025-10-21 00:08:40,2025-10-21 00:13:42,302.311222076416,0.0,0.0,0.0,,,91,3,0.03418803418803419,0.0,0.03418803418803419,5.625487347946324e-232,0.0,0.02127659574468085,0.01098901098901099,0.3333333333333333,1,0.037518037518037506,0.5,0.791114091873169,0.2862149178981781
28,2025-10-21 00:13:58,2025-10-21 00:16:51,172.24444794654846,0.0,0.0,0.0,,,48,3,0.06779661016949153,0.0,0.06779661016949153,6.720628411503338e-232,0.0,0.0392156862745098,0.020833333333333332,0.3333333333333333,1,0.07396449704142016,0.5853658536585367,0.8060663342475891,0.3513312041759491
29,2025-10-21 00:17:07,2025-10-21 00:20:36,209.1673300266266,0.0,0.0,0.0,,,63,3,0.02531645569620253,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0,0.04978354978354982,0.5909090909090909,0.8017785549163818,0.2733844518661499
30,2025-10-21 00:20:48,2025-10-21 00:23:45,176.13811469078064,0.0,0.0,0.0,,,66,3,0.04597701149425287,0.0,0.04597701149425287,6.072773298151499e-232,0.0,0.028985507246376812,0.015151515151515152,0.3333333333333333,1,0.050403225806451624,0.5853658536585367,0.8016713857650757,0.3523184061050415
31,2025-10-21 00:23:50,2025-10-21 00:25:21,90.3777801990509,0.0,0.0,0.0,,,36,3,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0,0.1026785714285714,0.55,0.8049887418746948,0.2917199730873108
32,2025-10-21 00:25:30,2025-10-21 00:29:01,211.1801769733429,0.0,0.0,0.0,,,77,3,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.025,0.012987012987012988,0.3333333333333333,1,0.04693140794223827,0.5909090909090909,0.8049926161766052,0.3400762975215912
33,2025-10-21 00:29:10,2025-10-21 00:30:08,58.850764989852905,0.0,0.0,0.0,,,16,3,0.09523809523809525,0.0,0.09523809523809525,0.0,0.0,0.0,0.0,0.0,0,0.14529914529914534,0.6153846153846153,0.8078753352165222,0.32955023646354675
34,2025-10-21 00:30:18,2025-10-21 00:34:28,249.87981963157654,0.0,0.0,0.0,,,78,3,0.05084745762711864,0.0,0.05084745762711864,5.60020361889364e-232,0.0,0.024691358024691357,0.01282051282051282,0.3333333333333333,1,0.03586800573888094,0.5217391304347825,0.7915239930152893,0.2531547248363495
35,2025-10-21 00:34:40,2025-10-21 00:39:54,313.9897165298462,0.0,0.0,0.0,,,85,3,0.055045871559633024,0.0,0.055045871559633024,5.746825102397619e-232,0.0,0.022727272727272728,0.011764705882352941,0.3333333333333333,1,0.04120443740095092,0.5777777777777778,0.7965704798698425,0.4032352864742279
36,2025-10-21 00:40:16,2025-10-21 00:45:54,337.510901927948,0.0,0.0,0.0,,,89,3,0.034782608695652174,0.0,0.034782608695652174,5.677823098089411e-232,0.0,0.021739130434782608,0.011235955056179775,0.3333333333333333,1,0.03748125937031488,0.5531914893617021,0.7925456166267395,0.3136999011039734
37,2025-10-21 00:46:18,2025-10-21 00:52:06,348.5215816497803,0.0,0.0,0.0,,,83,3,0.03389830508474576,0.0,0.03389830508474576,5.612774300937817e-232,0.0,0.023255813953488372,0.012048192771084338,0.3333333333333333,1,0.03731343283582089,0.5098039215686275,0.7979736328125,0.32353445887565613
38,2025-10-21 00:52:30,2025-10-21 00:57:47,317.8774263858795,0.0,0.0,0.0,,,86,3,0.03669724770642202,0.0,0.03669724770642202,0.0,0.0,0.02247191011235955,0.011627906976744186,0.3333333333333333,1,0.04012345679012341,0.5416666666666667,0.7958370447158813,0.3740588426589966
39,2025-10-21 00:58:17,2025-10-21 01:04:01,343.99253940582275,0.0,0.0,0.0,,,91,3,0.018018018018018018,0.0,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0,0.053968253968254,0.5490196078431373,0.7902957797050476,0.24615058302879333
40,2025-10-21 01:04:06,2025-10-21 01:08:00,234.0519573688507,0.0,0.0,0.0,,,92,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.051136363636363646,0.5,0.7852952480316162,0.33918100595474243
41,2025-10-21 01:08:04,2025-10-21 01:12:07,243.019784450531,0.0,0.0,0.0,,,86,3,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0,0.04453441295546556,0.5531914893617021,0.7897669672966003,0.39841142296791077
42,2025-10-21 01:12:33,2025-10-21 01:18:07,333.2525563240051,0.0,0.0,0.0,,,70,3,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0,0.05893536121673004,0.6222222222222223,0.8110226392745972,0.3464522659778595
43,2025-10-21 01:18:21,2025-10-21 01:22:46,265.1812701225281,0.0,0.0,0.0,,,88,3,0.03305785123966942,0.0,0.01652892561983471,5.587772457628148e-232,0.0,0.02197802197802198,0.011363636363636364,0.3333333333333333,1,0.041369472182596345,0.6222222222222223,0.7918515801429749,0.337747722864151
44,2025-10-21 01:22:53,2025-10-21 01:26:51,237.23977756500244,0.0,0.0,0.0,,,88,3,0.052173913043478265,0.0,0.034782608695652174,5.691293710187394e-232,0.0,0.02197802197802198,0.011363636363636364,0.3333333333333333,1,0.05625000000000002,0.5306122448979592,0.7939047813415527,0.4741872549057007
45,2025-10-21 01:26:59,2025-10-21 01:30:04,185.76656341552734,0.0,0.0,0.0,,,71,3,0.07058823529411765,0.0,0.07058823529411765,6.211555838206664e-232,0.0,0.027027027027027032,0.014084507042253521,0.3333333333333333,1,0.05788423153692612,0.5957446808510638,0.804179847240448,0.4229755401611328
46,2025-10-21 01:30:27,2025-10-21 01:35:09,282.3733103275299,0.0,0.0,0.0,,,92,3,0.06722689075630252,0.0,0.050420168067226885,5.625487347946324e-232,0.0,0.021052631578947368,0.010869565217391304,0.3333333333333333,1,0.04754829123328386,0.5599999999999999,0.8111706376075745,0.30557477474212646
47,2025-10-21 01:35:15,2025-10-21 01:38:27,191.89587116241455,0.0,0.0,0.0,,,67,3,0.0689655172413793,0.0,0.04597701149425288,6.17028075639052e-232,0.0,0.028571428571428574,0.014925373134328358,0.3333333333333333,1,0.052631578947368474,0.6666666666666666,0.8167275786399841,0.42749086022377014
48,2025-10-21 01:38:30,2025-10-21 01:41:41,190.93787288665771,0.0,0.0,0.0,,,64,3,0.07228915662650602,0.0,0.048192771084337345,6.232719878487911e-232,0.0,0.029850746268656716,0.015625,0.3333333333333333,1,0.05800000000000005,0.5833333333333333,0.7994027137756348,0.5185697078704834
49,2025-10-21 01:41:55,2025-10-21 01:43:21,85.14360785484314,0.0,0.0,0.0,,,28,3,0.15,0.0,0.09999999999999999,7.490163752058132e-232,0.0,0.06451612903225806,0.03571428571428571,0.3333333333333333,1,0.16143497757847536,0.5945945945945946,0.804938793182373,0.4144470691680908
50,2025-10-21 01:43:23,2025-10-21 01:47:17,234.0139398574829,0.0,0.0,0.0,,,96,3,0.03333333333333333,0.0,0.03333333333333333,0.0,0.0,0.0202020202020202,0.010416666666666666,0.3333333333333333,1,0.04477611940298509,0.5490196078431373,0.8030620813369751,0.3088098466396332
